"Rank","Title","Band","Country","Year","Compilation","Live","YearRank","DecadeRank","OverallRank","RankScore","AvgRating","NumRatings","AlbumID","Notes","Buy"
"0","=HYPERLINK(""https://www.besteveralbums.com/yearstats.php"", ""BestEverAlbums.com - Best Albums of 2023"")","","","","","","","","","","","","","",""
"1","Javelin","Sufjan Stevens","us","2023","No","No","1","29","1591","1081","81.148010254","222","228540","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=228540&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"2","Did You Know That There's A Tunnel Under Ocean Blvd","Lana Del Rey","us","2023","No","No","2","56","2224","728","77.397567749","219","215784","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=215784&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"3","Desire, I Want To Turn Into You","Caroline Polachek","us","2023","No","No","3","57","2230","725","76.475112915","196","217764","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=217764&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"4","Scaring The Hoes","JPEGMAFIA & Danny Brown","us","2023","No","No","4","65","2391","670","79.883888245","215","219433","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=219433&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"5","The Record","Boygenius","us","2023","No","No","5","68","2424","661","76.436607361","191","216663","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=216663&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"6","That! Feels Good!","Jessie Ware","uk","2023","No","No","6","86","2836","542","77.784263611","168","218478","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=218478&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"7","Live At Bush Hall","Black Country, New Road","uk","2023","No","Yes","7","91","2961","516","82.361976624","161","218855","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=218855&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"8","After The Magic","파란노을 [Parannoul]","kr","2023","No","No","8","95","3192","471","76.267684937","175","217071","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=217071&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"9","Everything Is Alive","Slowdive","uk","2023","No","No","9","99","3249","459","76.306587219","135","225851","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=225851&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"10","The Land Is Inhospitable And So Are We","Mitski","un","2023","No","No","10","103","3410","435","76.540122986","127","227777","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=227777&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"11","The Ballad Of Darren","Blur","uk","2023","No","No","11","116","3666","398","73.912307739","134","223216","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=223216&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"12","First Two Pages Of Frankenstein","The National","us","2023","No","No","12","120","3729","390","74.835189819","150","216617","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=216617&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"13","Let's Start Here","Lil Yachty","us","2023","No","No","13","127","3870","373","76.111190796","187","217032","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=217032&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"14","Heavy Heavy","Young Fathers","uk","2023","No","No","14","129","3895","371","73.587669373","133","212527","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=212527&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"15","Maps","Billy Woods & Kenny Segal","us","2023","No","No","15","132","4039","355","77.131408691","103","222206","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=222206&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"16","But Here We Are","Foo Fighters","us","2023","No","No","16","133","4054","353","75.391159058","143","221440","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=221440&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"17","Guts","Olivia Rodrigo","us","2023","No","No","17","137","4135","345","72.174797058","109","226465","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=226465&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"18","This Is Why","Paramore","us","2023","No","No","18","138","4139","345","76.635314941","170","214414","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=214414&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"19","Rat Saw God","Wednesday (US)","us","2023","No","No","19","144","4279","330","76.715675354","117","220674","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=220674&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"20","I Inside The Old Year Dying","PJ Harvey","uk","2023","No","No","20","150","4433","318","74.904983521","103","221731","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=221731&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"21","This Stupid World","Yo La Tengo","us","2023","No","No","21","151","4438","317","74.029022217","111","217242","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=217242&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"22","My Back Was A Bridge For You To Cross","Anohni And The Johnsons","un","2023","No","No","22","159","4601","303","77.239341736","90","223515","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=223515&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"23","PetroDragonic Apocalypse; Or Dawn Of Eternal Night: An Annihilation Of Planet Earth And The Beginning Of Merciless Damnation","King Gizzard & The Lizard Wizard","au","2023","No","No","23","164","4689","296","77.264305115","110","225502","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=225502&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"24","In Times New Roman…","Queens Of The Stone Age","us","2023","No","No","24","178","4861","280","73.727912903","128","222503","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=222503&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"25","Praise A Lord Who Chews But Which Does Not Consume (Or Simply, Hot Between Worlds)","Yves Tumor","us","2023","No","No","25","180","4927","274","74.995254517","108","217239","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=217239&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"26","False Lankum","Lankum","ie","2023","No","No","26","192","5141","262","73.635231018","72","219832","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=219832&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"27","Memento Mori","Depeche Mode","uk","2023","No","No","27","196","5184","259","74.821365356","135","217687","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=217687&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"28","Laugh Track","The National","us","2023","No","No","28","197","5214","258","75.309524536","70","230863","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=230863&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"29","Hackney Diamonds","The Rolling Stones","uk","2023","No","No","29","198","5240","256","74.751991272","94","230117","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=230117&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"30","O Monolith","Squid (2020s)","uk","2023","No","No","30","211","5496","242","74.816543579","102","217618","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=217618&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
