"Rank","Title","Band","Country","Year","Compilation","Live","YearRank","DecadeRank","OverallRank","RankScore","AvgRating","NumRatings","AlbumID","Notes","Buy"
"0","=HYPERLINK(""https://www.besteveralbums.com/yearstats.php"", ""BestEverAlbums.com - Best Albums of 1961"")","","","","","","","","","","","","","",""
"1","My Favorite Things","John Coltrane","us","1961","No","No","1","68","589","3109","81.322052002","462","1811","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=1811&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"2","King Of The Delta Blues Singers","Robert Johnson","us","1961","Yes","No","2","107","975","1882","80.218360901","414","237","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=237&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"3","Sunday At The Village Vanguard","Bill Evans Trio","us","1961","No","Yes","3","154","1480","1187","78.286750793","184","1582","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=1582&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"4","Free Jazz","Ornette Coleman Double Quartet","us","1961","No","No","4","171","1766","969","77.679443359","182","1576","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=1576&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"5","Olé Coltrane","John Coltrane","us","1961","No","No","5","226","2480","642","78.671112061","154","10405","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=10405&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"6","We Insist! Max Roach's Freedom Now Suite","Max Roach","us","1961","No","No","6","238","2636","589","76.569328308","100","3675","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=3675&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"7","The Blues And The Abstract Truth","Oliver Nelson","us","1961","No","No","7","241","2669","582","78.81578064","121","11021","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=11021&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"8","Africa/Brass","John Coltrane Quartet","us","1961","No","No","8","261","2861","540","79.6040802","103","40544","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=40544&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
"9","Eastern Sounds","Yusef Lateef","us","1961","No","No","9","303","3470","431","78.779953003","68","41494","","=HYPERLINK(""https://www.besteveralbums.com/buy.php?o=album&oid=41494&src=csv"", ""Own it! - Click to buy from iTunes, Amazon or eBay"")"
